897939479,15/06:19:37,234,242653978
897939539,15/06:19:38,227,221972661
897939599,15/06:19:39,254,240985843
897939659,15/06:19:40,255,227079378
897939719,15/06:19:41,157,218242559
897939779,15/06:19:42,2,240072480
897939839,15/06:19:43,178,240866644
897939899,15/06:19:44,233,239992144
897939959,15/06:19:45,97,231559246
897940019,15/06:19:46,5,236642572
897940079,15/06:19:47,213,249735674
897940139,15/06:19:48,56,243641523
897940199,15/06:19:49,66,246910669
897940259,15/06:19:50,110,250251178
897940319,15/06:19:51,213,250173585
897940379,15/06:19:52,224,246560674
897940439,15/06:19:53,224,257130238
897940499,15/06:19:54,51,244765027
897940559,15/06:19:55,151,250875267
897940619,15/06:19:56,155,237334622
897940679,15/06:19:57,148,242674408
897940739,15/06:19:58,24,235091629
897940799,15/06:19:59,19,232163606
897940859,15/06:20:00,156,241230590
897940919,15/06:20:01,237,231016663
897940979,15/06:20:02,92,238339612
897941039,15/06:20:03,232,228117974
897941099,15/06:20:04,61,233043574
897941159,15/06:20:05,121,230032163
897941219,15/06:20:06,105,223214616
897941279,15/06:20:07,87,222941741
897941339,15/06:20:08,168,225627423
897941399,15/06:20:09,121,233432854
897941459,15/06:20:10,166,235848409
897941519,15/06:20:11,233,219004428
897941579,15/06:20:12,131,235711435
897941639,15/06:20:13,161,245135539
897941699,15/06:20:14,97,247213422
897941759,15/06:20:15,25,247927167
897941819,15/06:20:16,200,240158276
897941879,15/06:20:17,13,250108559
897941939,15/06:20:18,33,251000217
897941999,15/06:20:19,119,243528883
897942059,15/06:20:20,203,232220393
897942119,15/06:20:21,150,237210483
897942179,15/06:20:22,87,254302936
897942239,15/06:20:23,8,251201962
897942299,15/06:20:24,74,240696822
897942359,15/06:20:25,67,247535467
897942419,15/06:20:26,191,261467133
897942479,15/06:20:27,54,268770831
897942539,15/06:20:28,206,250866569
897942599,15/06:20:29,250,258662552
897942659,15/06:20:30,105,247389823
897942719,15/06:20:31,128,251748847
897942779,15/06:20:32,173,244338021
897942839,15/06:20:33,246,246589149
897942899,15/06:20:34,70,246118097
897942959,15/06:20:35,190,241249764
897943019,15/06:20:36,43,231435261
897943079,15/06:20:37,86,243197096
897943139,15/06:20:38,20,244366917
897943199,15/06:20:39,218,254632578
897943259,15/06:20:40,26,240183338
897943319,15/06:20:41,20,253498508
897943379,15/06:20:42,149,247986972
897943439,15/06:20:43,113,255673693
897943499,15/06:20:44,111,240562450
897943559,15/06:20:45,177,254517245
897943619,15/06:20:46,185,267244903
897943679,15/06:20:47,228,276464804
897943739,15/06:20:48,178,245575544
897943799,15/06:20:49,227,263810888
897943859,15/06:20:50,90,285155095
897943919,15/06:20:51,54,276375067
897943979,15/06:20:52,129,278345316
897944039,15/06:20:53,92,284772838
897944099,15/06:20:54,84,289993734
897944159,15/06:20:55,181,292951658
897944219,15/06:20:56,197,291413421
897944279,15/06:20:57,38,282724039
897944339,15/06:20:58,25,289293025
897944399,15/06:20:59,252,280436273
897944459,15/06:21:00,15,248506096
897944519,15/06:21:01,229,221114810
897944579,15/06:21:02,71,216559803
897944639,15/06:21:03,214,219721445
897944699,15/06:21:04,225,211127626
