897256861,07/06:22:01,241,13203136
897256921,07/06:22:02,219,26733591
897256981,07/06:22:03,199,18988450
897257041,07/06:22:04,42,21630126
897257101,07/06:22:05,47,22196151
897257161,07/06:22:06,56,17532106
897257221,07/06:22:07,172,20836056
897257281,07/06:22:08,42,20298414
897257341,07/06:22:09,222,15674436
897257401,07/06:22:10,240,22351195
897257461,07/06:22:11,242,32656848
897257521,07/06:22:12,156,24404117
897257581,07/06:22:13,67,28310635
897257641,07/06:22:14,39,22470515
897257701,07/06:22:15,111,31361184
897257761,07/06:22:16,210,28043513
897257821,07/06:22:17,195,22570276
897257881,07/06:22:18,33,23437254
897257941,07/06:22:19,139,25094874
897258001,07/06:22:20,174,22281018
897258061,07/06:22:21,83,29004612
897258121,07/06:22:22,99,22106417
897258181,07/06:22:23,127,19913885
897258241,07/06:22:24,6,29498839
897258301,07/06:22:25,179,22558148
897258361,07/06:22:26,167,27511148
897258421,07/06:22:27,184,18976354
897258481,07/06:22:28,31,27749495
897258541,07/06:22:29,157,30099747
897258601,07/06:22:30,39,28166272
897258661,07/06:22:31,93,20208980
897258721,07/06:22:32,82,29639511
897258781,07/06:22:33,59,20617125
897258841,07/06:22:34,245,23343127
897258901,07/06:22:35,183,23614897
897258961,07/06:22:36,167,23461427
897259021,07/06:22:37,35,17148876
897259081,07/06:22:38,232,30409527
897259141,07/06:22:39,248,23707147
897259201,07/06:22:40,53,34729241
897259261,07/06:22:41,105,23459090
897259321,07/06:22:42,164,30960783
897259381,07/06:22:43,36,35140983
897259441,07/06:22:44,96,23778061
897259501,07/06:22:45,142,25162168
897259561,07/06:22:46,46,24669316
897259621,07/06:22:47,247,23276551
897259681,07/06:22:48,72,29533959
897259741,07/06:22:49,5,31682630
897259801,07/06:22:50,241,22605728
897259861,07/06:22:51,60,26548788
897259921,07/06:22:52,178,31068549
897259981,07/06:22:53,109,29640708
897260041,07/06:22:54,156,24091570
897260101,07/06:22:55,150,27879658
897260161,07/06:22:56,242,29536375
897260221,07/06:22:57,137,20600749
897260281,07/06:22:58,225,27560016
897260341,07/06:22:59,186,24595668
897260401,07/06:23:00,215,32063741
897260461,07/06:23:01,186,27018548
897260521,07/06:23:02,132,25875004
897260581,07/06:23:03,46,23751443
897260641,07/06:23:04,39,18278804
897260701,07/06:23:05,247,15541263
897260761,07/06:23:06,75,22909404
897260821,07/06:23:07,97,26795201
897260881,07/06:23:08,51,15878777
897260941,07/06:23:09,10,27438094
897261001,07/06:23:10,227,20622972
897261061,07/06:23:11,243,27367772
897261121,07/06:23:12,35,21305285
897261181,07/06:23:13,241,15390106
897261241,07/06:23:14,244,19271128
897261301,07/06:23:15,246,20421567
897261361,07/06:23:16,198,20658846
897261421,07/06:23:17,58,23665698
897261481,07/06:23:18,21,23273014
897261541,07/06:23:19,193,19975501
897261601,07/06:23:20,153,20558602
897261661,07/06:23:21,238,26308990
897261721,07/06:23:22,146,25900265
897261781,07/06:23:23,194,22806750
897261841,07/06:23:24,137,28287104
897261901,07/06:23:25,138,34668644
897261961,07/06:23:26,52,28620959
897262021,07/06:23:27,216,21937699
897262081,07/06:23:28,199,19101590
897262141,07/06:23:29,59,18354609
897262201,07/06:23:30,154,22192294
897262261,07/06:23:31,204,25464258
897262321,07/06:23:32,106,26130290
897262381,07/06:23:33,84,28222262
897262441,07/06:23:34,255,23081396
897262501,07/06:23:35,246,25812267
897262561,07/06:23:36,137,27399503
897262621,07/06:23:37,23,23012559
897262681,07/06:23:38,116,23139422
897262741,07/06:23:39,56,29276910
897262801,07/06:23:40,10,21573238
897262861,07/06:23:41,97,17738911
897262921,07/06:23:42,101,19330927
897262981,07/06:23:43,102,21521517
897263041,07/06:23:44,203,24642118
897263101,07/06:23:45,112,25461770
897263161,07/06:23:46,99,24199260
897263221,07/06:23:47,58,30807134
897263281,07/06:23:48,59,22646317
897263341,07/06:23:49,93,19644407
897263401,07/06:23:50,223,19405160
897263461,07/06:23:51,246,26504690
897263521,07/06:23:52,158,16573501
897263581,07/06:23:53,7,16442355
897263641,07/06:23:54,157,20229851
897263701,07/06:23:55,233,24485416
897263761,07/06:23:56,233,26292038
897263821,07/06:23:57,22,13606569
897263881,07/06:23:58,87,19892352
897263941,07/06:23:59,243,23179288
897264001,08/06:00:00,210,22917788
897264061,08/06:00:01,149,20426707
897264121,08/06:00:02,89,21904561
897264181,08/06:00:03,156,24927039
897264241,08/06:00:04,238,19945343
897264301,08/06:00:05,82,24508778
897264361,08/06:00:06,176,26224818
897264421,08/06:00:07,69,21189549
897264481,08/06:00:08,89,20110459
897264541,08/06:00:09,207,19984276
897264601,08/06:00:10,5,22363224
897264661,08/06:00:11,209,21770826
897264721,08/06:00:12,157,23609551
897264781,08/06:00:13,181,24630981
897264841,08/06:00:14,147,19692827
897264901,08/06:00:15,217,26577755
897264961,08/06:00:16,133,33431435
897265021,08/06:00:17,182,29064227
897265081,08/06:00:18,110,23810510
897265141,08/06:00:19,191,18441474
897265201,08/06:00:20,67,15736045
897265261,08/06:00:21,157,21357883
897265321,08/06:00:22,173,21014329
897265381,08/06:00:23,236,37646929
897265441,08/06:00:24,154,26562052
897265501,08/06:00:25,105,19573391
897265561,08/06:00:26,243,28744127
897265621,08/06:00:27,115,18067886
897265681,08/06:00:28,172,15505477
897265741,08/06:00:29,99,21043029
897265801,08/06:00:30,4,18065609
897265861,08/06:00:31,194,24796184
897265921,08/06:00:32,112,17329235
897265981,08/06:00:33,81,26703869
897266041,08/06:00:34,246,28614074
897266101,08/06:00:35,44,33545351
897266161,08/06:00:36,176,24913792
897266221,08/06:00:37,209,26196018
897266281,08/06:00:38,24,26539718
897266341,08/06:00:39,132,27864893
897266401,08/06:00:40,79,28350446
897266461,08/06:00:41,85,23208525
897266521,08/06:00:42,201,31322244
897266581,08/06:00:43,254,20437414
897266641,08/06:00:44,23,24970075
897266701,08/06:00:45,223,29213515
897266761,08/06:00:46,117,25294263
897266821,08/06:00:47,250,27202004
897266881,08/06:00:48,209,31926147
897266941,08/06:00:49,98,21950350
897267001,08/06:00:50,218,18866629
897267061,08/06:00:51,87,27910285
897267121,08/06:00:52,208,24746982
897267181,08/06:00:53,206,36174544
897267241,08/06:00:54,121,31176368
897267301,08/06:00:55,227,24084219
897267361,08/06:00:56,106,24695825
897267421,08/06:00:57,16,27473793
897267481,08/06:00:58,217,20099481
897267541,08/06:00:59,181,26382149
897267601,08/06:01:00,3,22031817
897267661,08/06:01:01,213,30937795
897267721,08/06:01:02,80,29976218
897267781,08/06:01:03,150,24890919
897267841,08/06:01:04,134,25630013
897267901,08/06:01:05,225,27150126
897267961,08/06:01:06,230,25366880
897268021,08/06:01:07,236,30284739
897268081,08/06:01:08,216,28734733
897268141,08/06:01:09,90,29318151
897268201,08/06:01:10,29,28321943
897268261,08/06:01:11,70,24667466
897268321,08/06:01:12,153,26878576
897268381,08/06:01:13,16,27492470
897268441,08/06:01:14,213,22572033
897268501,08/06:01:15,22,25734475
897268561,08/06:01:16,217,30115502
897268621,08/06:01:17,152,26328266
897268681,08/06:01:18,51,23309104
897268741,08/06:01:19,245,33921567
897268801,08/06:01:20,90,17833411
897268861,08/06:01:21,168,30105119
897268921,08/06:01:22,252,17072214
897268981,08/06:01:23,238,22144806
897269041,08/06:01:24,19,37179950
897269101,08/06:01:25,7,28025279
897269161,08/06:01:26,153,28598650
897269221,08/06:01:27,121,25446490
897269281,08/06:01:28,84,30409393
897269341,08/06:01:29,244,22858087
897269401,08/06:01:30,46,38467320
897269461,08/06:01:31,209,26468183
897269521,08/06:01:32,182,25317996
897269581,08/06:01:33,27,24760643
897269641,08/06:01:34,196,26830762
897269701,08/06:01:35,242,22104437
897269761,08/06:01:36,241,29739697
897269821,08/06:01:37,15,30051473
897269881,08/06:01:38,187,25549433
897269941,08/06:01:39,40,37126116
897270001,08/06:01:40,78,29809909
897270061,08/06:01:41,201,28141114
897270121,08/06:01:42,134,29006661
897270181,08/06:01:43,105,29143274
897270241,08/06:01:44,238,27237266
897270301,08/06:01:45,243,24046562
897270361,08/06:01:46,201,39278125
897270421,08/06:01:47,10,21695421
897270481,08/06:01:48,234,28999277
897270541,08/06:01:49,101,24463025
897270601,08/06:01:50,110,26368900
897270661,08/06:01:51,79,29217464
897270721,08/06:01:52,252,26459745
897270781,08/06:01:53,54,25258254
897270841,08/06:01:54,94,30014478
897270901,08/06:01:55,120,26877306
897270961,08/06:01:56,172,24367429
897271021,08/06:01:57,32,24772070
897271081,08/06:01:58,97,29007333
897271141,08/06:01:59,55,33795321
897271201,08/06:02:00,63,28356953
897271261,08/06:02:01,249,28372371
897271321,08/06:02:02,98,26295999
897271381,08/06:02:03,71,26703305
897271441,08/06:02:04,196,27927444
897271501,08/06:02:05,151,26950079
897271561,08/06:02:06,190,27631454
897271621,08/06:02:07,155,32993776
