897662473,12/06:14:41,102,229756563
897662533,12/06:14:42,134,212632464
897662593,12/06:14:43,86,226778619
897662653,12/06:14:44,82,234268352
897662713,12/06:14:45,32,228444653
897662773,12/06:14:46,184,223447506
897662833,12/06:14:47,122,213923115
897662893,12/06:14:48,106,199093170
897662953,12/06:14:49,101,217639240
897663013,12/06:14:50,171,229687579
897663073,12/06:14:51,122,220470184
897663133,12/06:14:52,110,214872363
897663193,12/06:14:53,80,221341951
897663253,12/06:14:54,54,224347025
897663313,12/06:14:55,191,224931285
897663373,12/06:14:56,111,205360459
897663433,12/06:14:57,141,207253069
897663493,12/06:14:58,9,201174932
897663553,12/06:14:59,171,195930127
897663613,12/06:15:00,215,203975008
897663673,12/06:15:01,136,213293271
897663733,12/06:15:02,155,219304937
897663793,12/06:15:03,178,192564591
897663853,12/06:15:04,175,188352831
897663913,12/06:15:05,170,218544519
897663973,12/06:15:06,102,187634526
897664033,12/06:15:07,175,210441227
897664093,12/06:15:08,20,205238788
897664153,12/06:15:09,205,182596721
897664213,12/06:15:10,117,184123329
897664273,12/06:15:11,247,203403346
897664333,12/06:15:12,125,190293455
897664393,12/06:15:13,232,191736711
897664453,12/06:15:14,124,194618016
897664513,12/06:15:15,81,189164568
897664573,12/06:15:16,104,194241695
897664633,12/06:15:17,133,191748805
897664693,12/06:15:18,64,183334343
897664753,12/06:15:19,71,168171953
897664813,12/06:15:20,217,201501426
897664873,12/06:15:21,119,199713037
897664933,12/06:15:22,180,201050210
897664993,12/06:15:23,199,186471585
897665053,12/06:15:24,14,169848670
897665113,12/06:15:25,212,193503837
897665173,12/06:15:26,69,191041714
897665233,12/06:15:27,238,188657342
897665293,12/06:15:28,66,175509438
897665353,12/06:15:29,242,190548718
897665413,12/06:15:30,252,183765849
897665473,12/06:15:31,72,191439780
897665533,12/06:15:32,135,187252142
897665593,12/06:15:33,18,208469389
897665653,12/06:15:34,120,201173078
897665713,12/06:15:35,165,201204248
897665773,12/06:15:36,255,203319674
897665833,12/06:15:37,192,199543127
897665893,12/06:15:38,119,194499188
897665953,12/06:15:39,180,214114533
897666013,12/06:15:40,192,234655038
897666073,12/06:15:41,40,233678360
897666133,12/06:15:42,165,196540576
897666193,12/06:15:43,167,208985142
897666253,12/06:15:44,244,207847959
897666313,12/06:15:45,166,226826186
897666373,12/06:15:46,130,212419554
897666433,12/06:15:47,228,215975630
897666493,12/06:15:48,234,220134001
897666553,12/06:15:49,211,202347055
897666613,12/06:15:50,54,213490849
897666673,12/06:15:51,237,199509221
897666733,12/06:15:52,100,203482669
897666793,12/06:15:53,98,212874810
897666853,12/06:15:54,50,199681546
897666913,12/06:15:55,139,195508193
897666973,12/06:15:56,163,197134516
897667033,12/06:15:57,168,203076387
897667093,12/06:15:58,92,206704903
897667153,12/06:15:59,66,197249328
897667213,12/06:16:00,41,205863757
897667273,12/06:16:01,119,210251416
897667333,12/06:16:02,139,203469750
897667393,12/06:16:03,121,198775232
897667453,12/06:16:04,38,205331334
897667513,12/06:16:05,194,209020445
897667573,12/06:16:06,85,188241763
897667633,12/06:16:07,185,200681952
897667693,12/06:16:08,20,199935806
897667753,12/06:16:09,40,200880423
897667813,12/06:16:10,25,201386872
897667873,12/06:16:11,237,213329695
897667933,12/06:16:12,0,209875093
897667993,12/06:16:13,99,199365045
897668053,12/06:16:14,191,192601911
897668113,12/06:16:15,191,192590490
897668173,12/06:16:16,61,205226194
897668233,12/06:16:17,191,196244262
897668293,12/06:16:18,158,202123173
897668353,12/06:16:19,129,188124305
897668413,12/06:16:20,239,202616644
897668473,12/06:16:21,213,219339082
897668533,12/06:16:22,2,207078858
897668593,12/06:16:23,239,216886988
897668653,12/06:16:24,39,214406860
897668713,12/06:16:25,61,196477206
897668773,12/06:16:26,131,198773057
897668833,12/06:16:27,125,193778234
897668893,12/06:16:28,193,197772516
897668953,12/06:16:29,71,196592709
897669013,12/06:16:30,144,197531740
897669073,12/06:16:31,183,184617896
897669133,12/06:16:32,3,186692599
897669193,12/06:16:33,88,183900275
897669253,12/06:16:34,166,188251135
897669313,12/06:16:35,88,180833630
897669373,12/06:16:36,240,184377057
897669433,12/06:16:37,243,189563922
897669493,12/06:16:38,66,203899933
897669553,12/06:16:39,195,206186678
897669613,12/06:16:40,21,205019653
