898284640,19/06:19:30,222,117862142
898284700,19/06:19:31,168,124998334
898284760,19/06:19:32,225,108605077
898284820,19/06:19:33,41,115805498
898284880,19/06:19:34,109,115083396
898284940,19/06:19:35,31,121189117
898285000,19/06:19:36,57,121572176
898285060,19/06:19:37,66,120534680
898285120,19/06:19:38,212,109454092
898285180,19/06:19:39,8,119833202
898285240,19/06:19:40,80,126446670
898285300,19/06:19:41,11,127429980
898285360,19/06:19:42,69,116583772
898285420,19/06:19:43,44,132983760
898285480,19/06:19:44,164,129298783
898285540,19/06:19:45,45,128057862
898285600,19/06:19:46,8,131607990
898285660,19/06:19:47,225,122594770
898285720,19/06:19:48,148,138549735
898285780,19/06:19:49,87,138679701
898285840,19/06:19:50,238,126038008
898285900,19/06:19:51,23,126883566
898285960,19/06:19:52,248,135827630
898286020,19/06:19:53,169,121107444
898286080,19/06:19:54,9,135251927
898286140,19/06:19:55,186,133234334
898286200,19/06:19:56,129,137764366
898286260,19/06:19:57,240,138074430
898286320,19/06:19:58,247,135888258
898286380,19/06:19:59,17,132399143
898286440,19/06:20:00,246,132170213
898286500,19/06:20:01,82,130880873
898286560,19/06:20:02,183,140534374
898286620,19/06:20:03,100,142630775
898286680,19/06:20:04,236,139794169
898286740,19/06:20:05,225,141299944
898286800,19/06:20:06,105,127539220
898286860,19/06:20:07,107,131447146
898286920,19/06:20:08,123,135132855
898286980,19/06:20:09,138,129148764
898287040,19/06:20:10,9,140553283
898287100,19/06:20:11,177,128790184
898287160,19/06:20:12,87,148277834
898287220,19/06:20:13,115,125924302
898287280,19/06:20:14,133,145169233
898287340,19/06:20:15,40,123791420
898287400,19/06:20:16,226,121944895
898287460,19/06:20:17,155,122720462
898287520,19/06:20:18,68,129324219
898287580,19/06:20:19,70,152128372
898287640,19/06:20:20,59,136065132
898287700,19/06:20:21,183,136448944
898287760,19/06:20:22,243,135799953
898287820,19/06:20:23,58,135689774
898287880,19/06:20:24,232,139702386
898287940,19/06:20:25,22,142102396
898288000,19/06:20:26,21,128615947
898288060,19/06:20:27,137,145894769
898288120,19/06:20:28,203,140140668
898288180,19/06:20:29,107,134725868
898288240,19/06:20:30,33,143806431
898288300,19/06:20:31,101,150135256
898288360,19/06:20:32,71,153338131
898288420,19/06:20:33,104,145432831
898288480,19/06:20:34,39,143934037
898288540,19/06:20:35,208,147903650
898288600,19/06:20:36,158,151200232
898288660,19/06:20:37,173,151441973
898288720,19/06:20:38,114,146906988
898288780,19/06:20:39,94,144014718
898288840,19/06:20:40,28,161226381
898288900,19/06:20:41,94,156784631
898288960,19/06:20:42,79,140231048
898289020,19/06:20:43,86,157801636
898289080,19/06:20:44,252,151956964
898289140,19/06:20:45,153,147686805
898289200,19/06:20:46,15,151560337
898289260,19/06:20:47,25,155654544
898289320,19/06:20:48,147,169432295
898289380,19/06:20:49,78,161627079
898289440,19/06:20:50,134,158119514
898289500,19/06:20:51,173,162073249
898289560,19/06:20:52,253,185104535
898289620,19/06:20:53,122,196553339
898289680,19/06:20:54,48,194925742
898289740,19/06:20:55,73,195424764
898289800,19/06:20:56,251,187256580
898289860,19/06:20:57,74,184788258
898289920,19/06:20:58,210,191211965
898289980,19/06:20:59,8,181027193
898290040,19/06:21:00,160,165856401
898290100,19/06:21:01,159,173399275
898290160,19/06:21:02,101,168877921
898290220,19/06:21:03,83,159621279
898290280,19/06:21:04,181,162628175
898290340,19/06:21:05,145,160675150
898290400,19/06:21:06,237,150325518
898290460,19/06:21:07,79,148600570
898290520,19/06:21:08,78,149285496
898290580,19/06:21:09,77,131668009
898290640,19/06:21:10,54,144451962
898290700,19/06:21:11,103,127580904
898290760,19/06:21:12,249,137586944
898290820,19/06:21:13,102,126689162
898290880,19/06:21:14,63,126621649
898290940,19/06:21:15,107,120427794
898291000,19/06:21:16,123,122009718
898291060,19/06:21:17,172,118560580
898291120,19/06:21:18,107,112618040
898291180,19/06:21:19,172,107142179
898291240,19/06:21:20,122,114647423
898291300,19/06:21:21,6,116006564
898291360,19/06:21:22,208,116689886
898291420,19/06:21:23,172,105690596
898291480,19/06:21:24,49,108048465
898291540,19/06:21:25,44,97216751
898291600,19/06:21:26,247,103550696
898291660,19/06:21:27,87,100187839
898291720,19/06:21:28,204,107852354
898291780,19/06:21:29,87,101894401
898291840,19/06:21:30,36,98722234
898291900,19/06:21:31,23,99884243
898291960,19/06:21:32,14,103088679
898292020,19/06:21:33,85,102945526
898292080,19/06:21:34,23,99356058
898292140,19/06:21:35,253,111990936
898292200,19/06:21:36,124,85963553
898292260,19/06:21:37,87,93117784
898292320,19/06:21:38,49,90037190
898292380,19/06:21:39,218,88549307
898292440,19/06:21:40,199,89602351
898292500,19/06:21:41,87,88609659
898292560,19/06:21:42,226,86349924
898292620,19/06:21:43,154,89804957
898292680,19/06:21:44,12,107468272
898292740,19/06:21:45,209,92021537
898292800,19/06:21:46,86,86504683
898292860,19/06:21:47,217,84910706
898292920,19/06:21:48,236,97236331
898292980,19/06:21:49,234,77641508
898293040,19/06:21:50,177,85046547
898293100,19/06:21:51,17,88348023
898293160,19/06:21:52,233,94938280
898293220,19/06:21:53,82,100325350
898293280,19/06:21:54,135,93830416
898293340,19/06:21:55,215,78015906
898293400,19/06:21:56,157,75715399
898293460,19/06:21:57,26,75132788
898293520,19/06:21:58,63,78033488
898293580,19/06:21:59,188,84971752
