899219372,30/06:15:09,168,270833073
899219432,30/06:15:10,97,272537507
899219492,30/06:15:11,170,285887902
899219552,30/06:15:12,171,286413168
899219612,30/06:15:13,145,292346576
899219672,30/06:15:14,240,293096577
899219732,30/06:15:15,111,292317856
899219792,30/06:15:16,246,301637576
899219852,30/06:15:17,125,298567703
899219912,30/06:15:18,63,314672312
899219972,30/06:15:19,252,320825334
899220032,30/06:15:20,210,318394627
899220092,30/06:15:21,16,322591074
899220152,30/06:15:22,3,306288177
899220212,30/06:15:23,106,306322856
899220272,30/06:15:24,219,324656704
899220332,30/06:15:25,141,319713221
899220392,30/06:15:26,236,315468711
899220452,30/06:15:27,129,315296288
899220512,30/06:15:28,218,308251297
899220572,30/06:15:29,68,313385235
899220632,30/06:15:30,158,316448770
899220692,30/06:15:31,244,321225395
899220752,30/06:15:32,120,316461111
899220812,30/06:15:33,108,305954693
899220872,30/06:15:34,236,317464344
899220932,30/06:15:35,250,314169798
899220992,30/06:15:36,118,318394671
899221052,30/06:15:37,21,306523219
899221112,30/06:15:38,92,309369218
899221172,30/06:15:39,30,330762237
899221232,30/06:15:40,107,326330490
899221292,30/06:15:41,194,324293215
899221352,30/06:15:42,189,324893845
899221412,30/06:15:43,61,337279699
899221472,30/06:15:44,255,335087809
899221532,30/06:15:45,125,322805833
899221592,30/06:15:46,50,342148074
899221652,30/06:15:47,150,339648816
899221712,30/06:15:48,79,338626595
899221772,30/06:15:49,215,328462655
899221832,30/06:15:50,11,339359334
899221892,30/06:15:51,56,340970022
899221952,30/06:15:52,207,346249462
899222012,30/06:15:53,143,338499816
899222072,30/06:15:54,172,332737064
899222132,30/06:15:55,83,356309959
899222192,30/06:15:56,136,350034317
899222252,30/06:15:57,132,355581591
899222312,30/06:15:58,157,346270597
899222372,30/06:15:59,114,347442216
899222432,30/06:16:00,121,346514259
