899284184,01/07:09:09,134,56189737
899284244,01/07:09:10,10,55395203
899284304,01/07:09:11,159,55174763
899284364,01/07:09:12,229,58605285
899284424,01/07:09:13,123,62932932
899284484,01/07:09:14,0,52941502
899284544,01/07:09:15,236,61433743
899284604,01/07:09:16,247,60769393
899284664,01/07:09:17,101,72265093
899284724,01/07:09:18,100,61248373
899284784,01/07:09:19,236,53308033
899284844,01/07:09:20,165,58203698
899284904,01/07:09:21,165,48262159
899284964,01/07:09:22,85,61582125
899285024,01/07:09:23,179,59243691
899285084,01/07:09:24,240,62463010
899285144,01/07:09:25,12,63033039
899285204,01/07:09:26,103,66087405
899285264,01/07:09:27,80,55934315
899285324,01/07:09:28,35,66178934
899285384,01/07:09:29,129,70272773
899285444,01/07:09:30,253,60090419
899285504,01/07:09:31,142,56742988
899285564,01/07:09:32,146,68884257
899285624,01/07:09:33,225,63343618
899285684,01/07:09:34,247,58097729
899285744,01/07:09:35,14,54708544
899285804,01/07:09:36,232,61669160
899285864,01/07:09:37,59,54342572
899285924,01/07:09:38,102,61882544
899285984,01/07:09:39,131,59942311
899286044,01/07:09:40,195,64370332
899286104,01/07:09:41,171,70284393
899286164,01/07:09:42,68,67091047
899286224,01/07:09:43,233,61388019
899286284,01/07:09:44,163,55936679
899286344,01/07:09:45,236,51230785
899286404,01/07:09:46,29,52637047
899286464,01/07:09:47,215,59852589
899286524,01/07:09:48,148,64513225
899286584,01/07:09:49,243,73641186
899286644,01/07:09:50,73,56716138
899286704,01/07:09:51,114,70719472
899286764,01/07:09:52,197,67099746
899286824,01/07:09:53,120,65670033
899286884,01/07:09:54,235,58081447
899286944,01/07:09:55,174,58859170
899287004,01/07:09:56,136,63182329
899287064,01/07:09:57,245,55132793
899287124,01/07:09:58,250,56173419
899287184,01/07:09:59,101,59983272
899287244,01/07:10:00,72,67802035
899287304,01/07:10:01,59,57839652
899287364,01/07:10:02,50,56148820
899287424,01/07:10:03,223,58987551
899287484,01/07:10:04,126,61390640
899287544,01/07:10:05,113,68980370
899287604,01/07:10:06,185,62555870
899287664,01/07:10:07,221,76766796
899287724,01/07:10:08,113,58896337
899287784,01/07:10:09,213,54134375
899287844,01/07:10:10,129,66177689
899287904,01/07:10:11,10,49383520
899287964,01/07:10:12,104,61270844
899288024,01/07:10:13,40,59542434
899288084,01/07:10:14,201,61699251
899288144,01/07:10:15,200,56132399
899288204,01/07:10:16,140,67100310
899288264,01/07:10:17,33,63845240
899288324,01/07:10:18,217,57746583
899288384,01/07:10:19,68,56024326
899288444,01/07:10:20,252,61572830
899288504,01/07:10:21,40,64937019
899288564,01/07:10:22,102,58121982
899288624,01/07:10:23,177,60988517
899288684,01/07:10:24,180,61723226
899288744,01/07:10:25,174,58130945
899288804,01/07:10:26,74,64138547
899288864,01/07:10:27,250,58418775
899288924,01/07:10:28,84,56332098
899288984,01/07:10:29,185,60892509
899289044,01/07:10:30,241,52649830
899289104,01/07:10:31,184,60470801
899289164,01/07:10:32,143,71576700
899289224,01/07:10:33,167,65802684
899289284,01/07:10:34,162,59016395
899289344,01/07:10:35,252,64875187
899289404,01/07:10:36,52,58425194
899289464,01/07:10:37,1,54338879
899289524,01/07:10:38,213,63731548
899289584,01/07:10:39,131,52508474
899289644,01/07:10:40,82,56528236
899289704,01/07:10:41,244,61756520
899289764,01/07:10:42,123,52949691
899289824,01/07:10:43,161,53974232
899289884,01/07:10:44,28,59115130
899289944,01/07:10:45,194,51086377
899290004,01/07:10:46,234,60547558
899290064,01/07:10:47,80,58942108
899290124,01/07:10:48,51,59719341
