895356067,16/05:22:01,248,4410656
895356127,16/05:22:02,198,3864404
895356187,16/05:22:03,226,4643593
895356247,16/05:22:04,132,5068912
895356307,16/05:22:05,89,5686513
895356367,16/05:22:06,175,5051032
895356427,16/05:22:07,212,3175379
895356487,16/05:22:08,146,3916398
895356547,16/05:22:09,75,6414909
895356607,16/05:22:10,25,7747414
895356667,16/05:22:11,113,3613648
895356727,16/05:22:12,69,5318213
895356787,16/05:22:13,247,4293237
895356847,16/05:22:14,114,4511309
895356907,16/05:22:15,73,5196572
895356967,16/05:22:16,95,6328279
895357027,16/05:22:17,12,11420825
895357087,16/05:22:18,204,5402112
895357147,16/05:22:19,23,3745560
895357207,16/05:22:20,244,7345599
895357267,16/05:22:21,12,7088430
895357327,16/05:22:22,80,9878896
895357387,16/05:22:23,47,5332758
895357447,16/05:22:24,240,12809046
895357507,16/05:22:25,197,7842618
895357567,16/05:22:26,223,5958827
895357627,16/05:22:27,155,5830947
895357687,16/05:22:28,81,5323649
895357747,16/05:22:29,132,3804536
895357807,16/05:22:30,47,3819043
895357867,16/05:22:31,38,4037730
895357927,16/05:22:32,70,3785273
895357987,16/05:22:33,85,5030994
895358047,16/05:22:34,96,6610832
895358107,16/05:22:35,157,7416308
895358167,16/05:22:36,244,5956113
895358227,16/05:22:37,235,6272257
895358287,16/05:22:38,105,3403907
895358347,16/05:22:39,75,3247987
895358407,16/05:22:40,178,3262320
895358467,16/05:22:41,176,5182480
895358527,16/05:22:42,106,5158611
895358587,16/05:22:43,148,6508170
895358647,16/05:22:44,97,3195710
895358707,16/05:22:45,225,3649933
895358767,16/05:22:46,207,4333149
895358827,16/05:22:47,126,3927410
895358887,16/05:22:48,128,3560798
895358947,16/05:22:49,109,3248736
895359007,16/05:22:50,121,4089939
895359067,16/05:22:51,93,4548297
895359127,16/05:22:52,19,5747140
895359187,16/05:22:53,15,5885783
895359247,16/05:22:54,132,6530841
895359307,16/05:22:55,126,5159608
895359367,16/05:22:56,108,3102132
895359427,16/05:22:57,52,7234878
895359487,16/05:22:58,249,4956278
895359547,16/05:22:59,137,2843478
895359607,16/05:23:00,162,6942026
895359667,16/05:23:01,100,3098445
895359727,16/05:23:02,177,3562453
895359787,16/05:23:03,163,4198309
895359847,16/05:23:04,218,12924026
895359907,16/05:23:05,91,5506043
895359967,16/05:23:06,88,4314591
895360027,16/05:23:07,52,4738426
895360087,16/05:23:08,23,4610643
895360147,16/05:23:09,235,6783908
895360207,16/05:23:10,130,3560654
895360267,16/05:23:11,80,3190878
895360327,16/05:23:12,168,6214655
895360387,16/05:23:13,47,5211159
895360447,16/05:23:14,123,2860781
895360507,16/05:23:15,108,4161466
