895960861,23/05:22:01,235,13174153
895960921,23/05:22:02,151,22409720
895960981,23/05:22:03,157,11536528
895961041,23/05:22:04,0,16938091
895961101,23/05:22:05,22,13816883
895961161,23/05:22:06,87,12424702
895961221,23/05:22:07,46,17216361
895961281,23/05:22:08,195,12513944
895961341,23/05:22:09,253,20809850
895961401,23/05:22:10,45,19311948
895961461,23/05:22:11,117,12234625
895961521,23/05:22:12,182,12255631
895961581,23/05:22:13,242,8925530
895961641,23/05:22:14,17,12620741
895961701,23/05:22:15,206,12160067
895961761,23/05:22:16,129,22418239
895961821,23/05:22:17,247,13521976
895961881,23/05:22:18,101,5498985
895961941,23/05:22:19,156,9964841
895962001,23/05:22:20,54,9203392
895962061,23/05:22:21,112,18625855
895962121,23/05:22:22,134,11826907
895962181,23/05:22:23,244,13648377
895962241,23/05:22:24,239,28303639
895962301,23/05:22:25,138,20928032
895962361,23/05:22:26,146,27449594
895962421,23/05:22:27,116,17893576
895962481,23/05:22:28,20,18548744
895962541,23/05:22:29,166,13805746
895962601,23/05:22:30,47,15063760
895962661,23/05:22:31,213,18690225
895962721,23/05:22:32,139,11653173
895962781,23/05:22:33,175,12697264
895962841,23/05:22:34,86,12065409
895962901,23/05:22:35,166,17027314
895962961,23/05:22:36,228,10839657
895963021,23/05:22:37,202,8007606
895963081,23/05:22:38,37,10044196
895963141,23/05:22:39,69,12898158
895963201,23/05:22:40,135,11829709
895963261,23/05:22:41,17,13547300
895963321,23/05:22:42,52,5676512
895963381,23/05:22:43,241,10403436
895963441,23/05:22:44,133,7798288
895963501,23/05:22:45,220,12734217
895963561,23/05:22:46,122,16485903
895963621,23/05:22:47,15,11784576
895963681,23/05:22:48,42,8808821
895963741,23/05:22:49,221,9273577
895963801,23/05:22:50,157,10759494
895963861,23/05:22:51,191,12163112
895963921,23/05:22:52,243,15196599
895963981,23/05:22:53,104,9875936
895964041,23/05:22:54,145,8518779
895964101,23/05:22:55,38,6869126
895964161,23/05:22:56,116,8785204
895964221,23/05:22:57,253,14687153
895964281,23/05:22:58,171,10383549
895964341,23/05:22:59,123,8427564
895964401,23/05:23:00,100,14593438
895964461,23/05:23:01,237,13010104
895964521,23/05:23:02,58,7634286
895964581,23/05:23:03,188,14655420
895964641,23/05:23:04,233,10933556
895964701,23/05:23:05,68,18119869
895964761,23/05:23:06,0,16367386
895964821,23/05:23:07,2,17868453
895964881,23/05:23:08,10,15508510
895964941,23/05:23:09,12,20869319
895965001,23/05:23:10,233,10059027
895965061,23/05:23:11,146,4678573
895965121,23/05:23:12,164,13602966
895965181,23/05:23:13,178,10562419
895965241,23/05:23:14,50,8960776
895965301,23/05:23:15,220,5527369
895965361,23/05:23:16,164,11011413
895965421,23/05:23:17,78,9331496
895965481,23/05:23:18,208,8756541
895965541,23/05:23:19,218,4849120
895965601,23/05:23:20,22,10964471
895965661,23/05:23:21,26,16515790
895965721,23/05:23:22,109,12212906
895965781,23/05:23:23,158,8425329
895965841,23/05:23:24,50,9452034
895965901,23/05:23:25,247,9346883
895965961,23/05:23:26,39,8704636
895966021,23/05:23:27,39,18332656
895966081,23/05:23:28,86,9488443
895966141,23/05:23:29,223,11804347
895966201,23/05:23:30,249,4861298
895966261,23/05:23:31,86,5427019
895966321,23/05:23:32,235,4080638
895966381,23/05:23:33,102,7849285
895966441,23/05:23:34,95,13336542
895966501,23/05:23:35,208,4131379
895966561,23/05:23:36,65,8717135
895966621,23/05:23:37,180,5619051
895966681,23/05:23:38,226,11752778
895966741,23/05:23:39,208,20627545
895966801,23/05:23:40,235,8528864
895966861,23/05:23:41,191,9545873
