898009752,16/06:15:09,149,151305650
898009812,16/06:15:10,107,157868998
898009872,16/06:15:11,151,140490085
898009932,16/06:15:12,46,161646517
898009992,16/06:15:13,159,165575172
898010052,16/06:15:14,130,157867541
898010112,16/06:15:15,59,141179386
898010172,16/06:15:16,13,138693839
898010232,16/06:15:17,246,132258318
898010292,16/06:15:18,223,151661280
898010352,16/06:15:19,254,150619182
898010412,16/06:15:20,206,151136673
898010472,16/06:15:21,1,142479885
898010532,16/06:15:22,182,145946266
898010592,16/06:15:23,151,137493712
898010652,16/06:15:24,117,166008760
898010712,16/06:15:25,213,144135267
898010772,16/06:15:26,209,130762747
898010832,16/06:15:27,162,146422141
898010892,16/06:15:28,11,152479292
898010952,16/06:15:29,206,155716725
898011012,16/06:15:30,103,152573468
898011072,16/06:15:31,189,182636889
898011132,16/06:15:32,162,177826038
898011192,16/06:15:33,123,185938230
898011252,16/06:15:34,233,203478490
898011312,16/06:15:35,11,199640006
898011372,16/06:15:36,86,184621848
898011432,16/06:15:37,182,193120038
898011492,16/06:15:38,99,198001438
898011552,16/06:15:39,20,193885004
898011612,16/06:15:40,93,188779531
898011672,16/06:15:41,40,202085273
898011732,16/06:15:42,235,216666583
898011792,16/06:15:43,15,203865181
898011852,16/06:15:44,131,206962863
898011912,16/06:15:45,210,214426769
898011972,16/06:15:46,161,208918838
898012032,16/06:15:47,102,208219812
898012092,16/06:15:48,232,211546420
898012152,16/06:15:49,64,214139522
898012212,16/06:15:50,53,219011962
898012272,16/06:15:51,26,213927333
898012332,16/06:15:52,143,223556763
898012392,16/06:15:53,40,243340309
898012452,16/06:15:54,181,207627594
898012512,16/06:15:55,153,230968986
898012572,16/06:15:56,240,207570797
898012632,16/06:15:57,170,213161736
898012692,16/06:15:58,246,214495060
898012752,16/06:15:59,231,221007532
898012812,16/06:16:00,97,226296563
898012872,16/06:16:01,119,217052610
898012932,16/06:16:02,111,213656987
898012992,16/06:16:03,85,210840406
898013052,16/06:16:04,149,217821503
898013112,16/06:16:05,247,229758523
898013172,16/06:16:06,208,217790003
898013232,16/06:16:07,128,223757644
898013292,16/06:16:08,152,206853802
898013352,16/06:16:09,167,214753630
898013412,16/06:16:10,18,219104215
898013472,16/06:16:11,153,228875480
898013532,16/06:16:12,43,225333025
898013592,16/06:16:13,171,212128530
898013652,16/06:16:14,106,217782937
898013712,16/06:16:15,89,215389162
898013772,16/06:16:16,180,220724772
898013832,16/06:16:17,248,239564853
898013892,16/06:16:18,185,221439460
898013952,16/06:16:19,116,233556287
898014012,16/06:16:20,162,226608435
898014072,16/06:16:21,25,224443936
898014132,16/06:16:22,35,228602286
898014192,16/06:16:23,245,233244928
898014252,16/06:16:24,207,223298741
898014312,16/06:16:25,245,219292982
898014372,16/06:16:26,176,229015149
898014432,16/06:16:27,245,223841410
898014492,16/06:16:28,141,236398260
898014552,16/06:16:29,189,221199568
898014612,16/06:16:30,142,191423276
898014672,16/06:16:31,90,212971268
898014732,16/06:16:32,183,207525173
898014792,16/06:16:33,112,193535479
898014852,16/06:16:34,13,210160334
898014912,16/06:16:35,194,206177436
898014972,16/06:16:36,206,208573033
898015032,16/06:16:37,235,227219311
898015092,16/06:16:38,209,219535374
898015152,16/06:16:39,205,215916739
898015212,16/06:16:40,32,198511045
898015272,16/06:16:41,62,228032561
898015332,16/06:16:42,8,202989532
898015392,16/06:16:43,194,215868657
898015452,16/06:16:44,188,224983397
898015512,16/06:16:45,177,201688056
898015572,16/06:16:46,123,199122850
898015632,16/06:16:47,78,213736049
898015692,16/06:16:48,163,208653553
898015752,16/06:16:49,230,207024146
898015812,16/06:16:50,113,197362953
898015872,16/06:16:51,185,199701256
898015932,16/06:16:52,212,208929149
898015992,16/06:16:53,149,197120213
898016052,16/06:16:54,187,208375961
898016112,16/06:16:55,99,215808203
898016172,16/06:16:56,84,233999414
898016232,16/06:16:57,100,218765925
898016292,16/06:16:58,19,217320377
898016352,16/06:16:59,117,219317369
898016412,16/06:17:00,27,198621022
898016472,16/06:17:01,133,207552316
