899135595,29/06:15:53,35,418718544
899135655,29/06:15:54,32,424645237
899135715,29/06:15:55,233,429392128
899135775,29/06:15:56,52,430897264
899135835,29/06:15:57,193,435146389
899135895,29/06:15:58,78,440938574
899135955,29/06:15:59,139,463596157
899136015,29/06:16:00,181,452618706
899136075,29/06:16:01,173,459531013
899136135,29/06:16:02,253,465319469
899136195,29/06:16:03,144,492795026
899136255,29/06:16:04,4,486934640
899136315,29/06:16:05,2,507411559
899136375,29/06:16:06,7,486068823
899136435,29/06:16:07,79,489689710
899136495,29/06:16:08,168,486417205
899136555,29/06:16:09,143,479367747
899136615,29/06:16:10,78,470589735
899136675,29/06:16:11,200,498848495
899136735,29/06:16:12,27,495698327
899136795,29/06:16:13,197,507828328
899136855,29/06:16:14,163,502920712
899136915,29/06:16:15,33,526040239
899136975,29/06:16:16,24,509732817
899137035,29/06:16:17,77,536066373
899137095,29/06:16:18,116,531053396
899137155,29/06:16:19,47,533053991
899137215,29/06:16:20,168,540051332
899137275,29/06:16:21,165,551090565
899137335,29/06:16:22,219,558784473
899137395,29/06:16:23,18,567056658
899137455,29/06:16:24,155,577416826
899137515,29/06:16:25,115,584939662
899137575,29/06:16:26,53,585060911
899137635,29/06:16:27,110,591744923
