899935261,08/07:22:01,96,83139727
899935321,08/07:22:02,205,78762423
899935381,08/07:22:03,130,78947407
899935441,08/07:22:04,238,73112012
899935501,08/07:22:05,16,78769295
899935561,08/07:22:06,48,82138246
899935621,08/07:22:07,54,73068625
899935681,08/07:22:08,17,72783479
899935741,08/07:22:09,135,77419381
899935801,08/07:22:10,187,74655761
899935861,08/07:22:11,65,72198588
899935921,08/07:22:12,17,74294339
899935981,08/07:22:13,210,75168868
899936041,08/07:22:14,14,74087320
899936101,08/07:22:15,191,72952162
899936161,08/07:22:16,121,72352973
899936221,08/07:22:17,76,73979736
899936281,08/07:22:18,164,75559516
899936341,08/07:22:19,8,72417906
899936401,08/07:22:20,67,75050844
899936461,08/07:22:21,254,62881304
899936521,08/07:22:22,24,70028702
899936581,08/07:22:23,55,66338351
899936641,08/07:22:24,77,65220426
899936701,08/07:22:25,230,65088804
899936761,08/07:22:26,208,64047929
899936821,08/07:22:27,246,69404276
899936881,08/07:22:28,141,69126374
899936941,08/07:22:29,203,77605881
899937001,08/07:22:30,174,66236168
899937061,08/07:22:31,178,69078444
899937121,08/07:22:32,1,67687583
899937181,08/07:22:33,5,63439498
899937241,08/07:22:34,239,60401075
899937301,08/07:22:35,86,61328215
899937361,08/07:22:36,208,65556847
899937421,08/07:22:37,8,58407198
899937481,08/07:22:38,39,56729199
899937541,08/07:22:39,88,61977889
899937601,08/07:22:40,254,54126853
899937661,08/07:22:41,17,60867067
899937721,08/07:22:42,119,66875893
899937781,08/07:22:43,198,64172156
899937841,08/07:22:44,66,58696978
899937901,08/07:22:45,165,55550366
899937961,08/07:22:46,22,53974201
899938021,08/07:22:47,64,60221837
899938081,08/07:22:48,184,59444836
899938141,08/07:22:49,179,62138719
899938201,08/07:22:50,83,62229579
899938261,08/07:22:51,189,64105995
899938321,08/07:22:52,66,62208666
899938381,08/07:22:53,185,59480465
899938441,08/07:22:54,81,58340102
899938501,08/07:22:55,84,59176968
899938561,08/07:22:56,149,61300592
899938621,08/07:22:57,169,52529541
899938681,08/07:22:58,36,53932021
899938741,08/07:22:59,215,55412207
899938801,08/07:23:00,43,52500503
899938861,08/07:23:01,79,53364623
899938921,08/07:23:02,8,60142852
899938981,08/07:23:03,162,75747448
899939041,08/07:23:04,64,52627370
899939101,08/07:23:05,80,53382299
899939161,08/07:23:06,217,59218227
899939221,08/07:23:07,38,61554437
899939281,08/07:23:08,163,55027662
899939341,08/07:23:09,135,57437460
