898466461,21/06:22:01,180,56605421
898466521,21/06:22:02,20,66884983
898466581,21/06:22:03,14,60486396
898466641,21/06:22:04,66,61829399
898466701,21/06:22:05,93,60332979
898466761,21/06:22:06,191,60067683
898466821,21/06:22:07,214,55677096
898466881,21/06:22:08,222,61415131
898466941,21/06:22:09,151,59967991
898467001,21/06:22:10,84,70306232
898467061,21/06:22:11,175,79714410
898467121,21/06:22:12,64,67033503
898467181,21/06:22:13,224,58278979
898467241,21/06:22:14,216,60462672
898467301,21/06:22:15,176,64332286
898467361,21/06:22:16,143,64767410
898467421,21/06:22:17,130,65476926
898467481,21/06:22:18,27,60417240
898467541,21/06:22:19,186,52374644
898467601,21/06:22:20,81,69878896
898467661,21/06:22:21,97,66215919
898467721,21/06:22:22,239,58183712
898467781,21/06:22:23,153,55983531
898467841,21/06:22:24,117,64899006
898467901,21/06:22:25,44,66884835
898467961,21/06:22:26,22,55852213
898468021,21/06:22:27,147,65647165
898468081,21/06:22:28,44,74286171
898468141,21/06:22:29,192,71287197
898468201,21/06:22:30,139,58507986
898468261,21/06:22:31,180,57555953
898468321,21/06:22:32,195,63021193
898468381,21/06:22:33,57,56872669
898468441,21/06:22:34,162,54766069
898468501,21/06:22:35,106,51252771
898468561,21/06:22:36,16,51168915
898468621,21/06:22:37,176,50058480
898468681,21/06:22:38,91,56373975
898468741,21/06:22:39,167,52813405
898468801,21/06:22:40,167,61337391
898468861,21/06:22:41,228,53998243
898468921,21/06:22:42,32,55004685
898468981,21/06:22:43,193,52278360
898469041,21/06:22:44,196,56449776
898469101,21/06:22:45,174,49332488
898469161,21/06:22:46,47,64255403
898469221,21/06:22:47,47,53442787
898469281,21/06:22:48,253,63034131
898469341,21/06:22:49,53,58429188
898469401,21/06:22:50,133,58048112
898469461,21/06:22:51,158,56093323
898469521,21/06:22:52,32,54234545
898469581,21/06:22:53,31,63887994
898469641,21/06:22:54,246,60576947
898469701,21/06:22:55,200,57491651
898469761,21/06:22:56,229,49917767
898469821,21/06:22:57,187,56149515
898469881,21/06:22:58,108,60553734
898469941,21/06:22:59,47,58801344
898470001,21/06:23:00,150,58164370
898470061,21/06:23:01,13,50877396
898470121,21/06:23:02,198,58779307
898470181,21/06:23:03,2,49614442
898470241,21/06:23:04,252,54165399
898470301,21/06:23:05,144,60598161
898470361,21/06:23:06,160,51162932
898470421,21/06:23:07,206,58505767
898470481,21/06:23:08,181,58205742
898470541,21/06:23:09,236,60064618
898470601,21/06:23:10,253,54762014
898470661,21/06:23:11,70,60290414
898470721,21/06:23:12,190,63954991
898470781,21/06:23:13,79,59859768
898470841,21/06:23:14,174,58973538
898470901,21/06:23:15,35,58635259
898470961,21/06:23:16,177,59597771
898471021,21/06:23:17,97,56027896
898471081,21/06:23:18,42,53789263
898471141,21/06:23:19,135,57192809
898471201,21/06:23:20,190,57865732
898471261,21/06:23:21,244,60613645
898471321,21/06:23:22,6,59000997
898471381,21/06:23:23,174,51540316
898471441,21/06:23:24,96,65590956
898471501,21/06:23:25,179,61986526
898471561,21/06:23:26,127,62586056
898471621,21/06:23:27,110,56983850
898471681,21/06:23:28,166,51863566
898471741,21/06:23:29,68,54850503
898471801,21/06:23:30,100,59448235
898471861,21/06:23:31,142,52329777
898471921,21/06:23:32,242,55108357
898471981,21/06:23:33,198,55145234
898472041,21/06:23:34,111,59743414
898472101,21/06:23:35,163,53450610
898472161,21/06:23:36,36,57594413
898472221,21/06:23:37,128,54994019
898472281,21/06:23:38,221,55193181
898472341,21/06:23:39,134,54170863
898472401,21/06:23:40,175,64962815
898472461,21/06:23:41,122,65967933
898472521,21/06:23:42,57,70762172
898472581,21/06:23:43,189,60317760
