898789496,25/06:15:44,217,415192441
898789556,25/06:15:45,31,417446433
898789616,25/06:15:46,227,441408382
898789676,25/06:15:47,56,440205098
898789736,25/06:15:48,109,445519235
898789796,25/06:15:49,235,476104033
898789856,25/06:15:50,169,484182333
898789916,25/06:15:51,40,478028382
898789976,25/06:15:52,6,502228601
898790036,25/06:15:53,134,564391188
898790096,25/06:15:54,199,585312670
898790156,25/06:15:55,57,628014952
898790216,25/06:15:56,53,621686624
898790276,25/06:15:57,42,655526902
898790336,25/06:15:58,209,681892148
898790396,25/06:15:59,44,664327554
898790456,25/06:16:00,199,637842770
898790516,25/06:16:01,34,605502342
898790576,25/06:16:02,24,582077686
898790636,25/06:16:03,83,538464916
898790696,25/06:16:04,100,527704381
898790756,25/06:16:05,115,508240962
898790816,25/06:16:06,11,476010063
898790876,25/06:16:07,16,455229264
898790936,25/06:16:08,53,415580206
898790996,25/06:16:09,138,394615258
898791056,25/06:16:10,199,380219048
898791116,25/06:16:11,173,358000111
898791176,25/06:16:12,85,354904468
898791236,25/06:16:13,83,333396587
898791296,25/06:16:14,109,332580446
898791356,25/06:16:15,45,315759605
898791416,25/06:16:16,114,326586955
898791476,25/06:16:17,195,302193843
898791536,25/06:16:18,238,291621099
898791596,25/06:16:19,153,306109686
898791656,25/06:16:20,38,294116674
898791716,25/06:16:21,117,282960454
898791776,25/06:16:22,126,287977770
898791836,25/06:16:23,245,271106429
898791896,25/06:16:24,144,275213456
898791956,25/06:16:25,161,260972671
898792016,25/06:16:26,6,275321023
898792076,25/06:16:27,226,273215113
898792136,25/06:16:28,190,265083240
898792196,25/06:16:29,195,260906366
898792256,25/06:16:30,61,260542477
898792316,25/06:16:31,64,279833341
898792376,25/06:16:32,179,253017171
898792436,25/06:16:33,173,264013176
898792496,25/06:16:34,140,253030502
898792556,25/06:16:35,20,254197478
898792616,25/06:16:36,60,255993216
898792676,25/06:16:37,157,242567242
898792736,25/06:16:38,225,241598234
898792796,25/06:16:39,163,229366511
898792856,25/06:16:40,24,236388753
898792916,25/06:16:41,137,224428269
898792976,25/06:16:42,66,238791250
898793036,25/06:16:43,212,222948076
898793096,25/06:16:44,5,214884495
898793156,25/06:16:45,57,221341999
898793216,25/06:16:46,90,203243529
898793276,25/06:16:47,68,211819510
898793336,25/06:16:48,190,210557646
898793396,25/06:16:49,23,236885572
898793456,25/06:16:50,82,230555560
898793516,25/06:16:51,148,213680068
898793576,25/06:16:52,213,219433868
898793636,25/06:16:53,63,203690262
898793696,25/06:16:54,190,210708334
