899235184,30/06:19:33,134,272601199
899235244,30/06:19:34,35,290313907
899235304,30/06:19:35,127,284341318
899235364,30/06:19:36,95,296911304
899235424,30/06:19:37,208,300822932
899235484,30/06:19:38,4,298371573
899235544,30/06:19:39,164,308650562
899235604,30/06:19:40,227,315620460
899235664,30/06:19:41,8,323729624
899235724,30/06:19:42,172,306631396
899235784,30/06:19:43,157,308887506
899235844,30/06:19:44,25,320276344
899235904,30/06:19:45,53,319184551
899235964,30/06:19:46,153,314933088
899236024,30/06:19:47,62,324897069
899236084,30/06:19:48,215,343454275
899236144,30/06:19:49,171,349678446
899236204,30/06:19:50,157,362612595
899236264,30/06:19:51,28,363877786
899236324,30/06:19:52,113,364149956
899236384,30/06:19:53,4,344367093
899236444,30/06:19:54,208,344188115
899236504,30/06:19:55,42,332934842
899236564,30/06:19:56,195,324366826
899236624,30/06:19:57,6,337673893
899236684,30/06:19:58,155,330764863
899236744,30/06:19:59,35,323003973
899236804,30/06:20:00,27,320229331
899236864,30/06:20:01,51,340400149
899236924,30/06:20:02,44,327179009
899236984,30/06:20:03,86,327226742
899237044,30/06:20:04,74,322594762
899237104,30/06:20:05,210,326792307
899237164,30/06:20:06,14,322048297
899237224,30/06:20:07,206,324976921
899237284,30/06:20:08,105,335162283
899237344,30/06:20:09,73,352054330
899237404,30/06:20:10,106,335621897
899237464,30/06:20:11,254,345517425
899237524,30/06:20:12,189,351153255
899237584,30/06:20:13,46,357868437
899237644,30/06:20:14,68,351330186
899237704,30/06:20:15,67,360569841
899237764,30/06:20:16,187,366539767
899237824,30/06:20:17,145,359299592
899237884,30/06:20:18,119,375328154
899237944,30/06:20:19,255,356214122
899238004,30/06:20:20,220,372712503
899238064,30/06:20:21,122,362022103
899238124,30/06:20:22,64,376123457
