898205260,18/06:21:27,86,125310830
898205320,18/06:21:28,70,125001119
898205380,18/06:21:29,177,114937913
898205440,18/06:21:30,44,122185894
898205500,18/06:21:31,16,120904803
898205560,18/06:21:32,246,105184176
898205620,18/06:21:33,182,116245334
898205680,18/06:21:34,193,113438584
898205740,18/06:21:35,198,117191716
898205800,18/06:21:36,73,116935410
898205860,18/06:21:37,48,108451760
898205920,18/06:21:38,132,100373227
898205980,18/06:21:39,131,117049816
898206040,18/06:21:40,56,114710321
898206100,18/06:21:41,82,106827879
898206160,18/06:21:42,87,102146759
898206220,18/06:21:43,191,122785014
898206280,18/06:21:44,248,109272937
898206340,18/06:21:45,158,105066600
898206400,18/06:21:46,161,108001374
898206460,18/06:21:47,161,102607505
898206520,18/06:21:48,165,103984514
898206580,18/06:21:49,111,99486910
898206640,18/06:21:50,13,103947808
898206700,18/06:21:51,239,103523515
898206760,18/06:21:52,248,118888795
898206820,18/06:21:53,5,117520791
898206880,18/06:21:54,163,109722690
898206940,18/06:21:55,75,103745311
898207000,18/06:21:56,85,103983424
898207060,18/06:21:57,130,100964884
898207120,18/06:21:58,12,99191650
898207180,18/06:21:59,191,107985887
