899416861,02/07:22:01,56,44596652
899416921,02/07:22:02,42,38725723
899416981,02/07:22:03,215,36364149
899417041,02/07:22:04,6,38630244
899417101,02/07:22:05,97,40322678
899417161,02/07:22:06,46,34520058
899417221,02/07:22:07,238,34884095
899417281,02/07:22:08,34,33979436
899417341,02/07:22:09,123,36162559
899417401,02/07:22:10,67,36969340
899417461,02/07:22:11,172,37087629
899417521,02/07:22:12,7,37927943
899417581,02/07:22:13,6,32368212
899417641,02/07:22:14,170,33128461
899417701,02/07:22:15,192,36575821
899417761,02/07:22:16,242,34559499
899417821,02/07:22:17,224,35394492
899417881,02/07:22:18,88,40473288
899417941,02/07:22:19,0,37672126
899418001,02/07:22:20,39,42237970
899418061,02/07:22:21,185,38842457
899418121,02/07:22:22,231,37820190
899418181,02/07:22:23,99,40191325
899418241,02/07:22:24,135,39166056
899418301,02/07:22:25,82,36227604
899418361,02/07:22:26,153,40938491
899418421,02/07:22:27,64,35293510
899418481,02/07:22:28,67,46203752
899418541,02/07:22:29,230,41130145
899418601,02/07:22:30,185,40755234
899418661,02/07:22:31,244,39761039
899418721,02/07:22:32,204,36254364
899418781,02/07:22:33,135,35656872
899418841,02/07:22:34,198,36912704
899418901,02/07:22:35,236,34728805
899418961,02/07:22:36,187,34192811
899419021,02/07:22:37,114,33021331
899419081,02/07:22:38,24,36415768
899419141,02/07:22:39,104,41648833
899419201,02/07:22:40,17,41146125
899419261,02/07:22:41,160,34756030
899419321,02/07:22:42,37,39786728
899419381,02/07:22:43,249,34028205
899419441,02/07:22:44,95,38396924
899419501,02/07:22:45,167,41200101
899419561,02/07:22:46,91,35739230
899419621,02/07:22:47,1,33135941
899419681,02/07:22:48,209,36316390
899419741,02/07:22:49,117,40225870
899419801,02/07:22:50,161,44196964
899419861,02/07:22:51,219,39556612
899419921,02/07:22:52,46,38476817
899419981,02/07:22:53,135,35527105
899420041,02/07:22:54,114,37193275
899420101,02/07:22:55,118,36087551
899420161,02/07:22:56,198,33599667
899420221,02/07:22:57,127,34217380
899420281,02/07:22:58,164,34757634
899420341,02/07:22:59,108,42172727
899420401,02/07:23:00,134,33707945
899420461,02/07:23:01,95,38106178
899420521,02/07:23:02,117,34053894
899420581,02/07:23:03,228,34547429
899420641,02/07:23:04,232,34216468
899420701,02/07:23:05,147,32426930
899420761,02/07:23:06,15,38515687
899420821,02/07:23:07,178,38490628
