897688861,12/06:22:01,239,70328154
897688921,12/06:22:02,157,94307352
897688981,12/06:22:03,161,89048114
897689041,12/06:22:04,9,98612525
897689101,12/06:22:05,189,99782189
897689161,12/06:22:06,29,95358559
897689221,12/06:22:07,192,88713194
897689281,12/06:22:08,209,83052385
897689341,12/06:22:09,199,88598887
897689401,12/06:22:10,192,88345440
897689461,12/06:22:11,23,85875647
897689521,12/06:22:12,41,94809030
897689581,12/06:22:13,219,98563180
897689641,12/06:22:14,20,102424429
897689701,12/06:22:15,9,96645690
897689761,12/06:22:16,64,103005097
897689821,12/06:22:17,15,90451054
897689881,12/06:22:18,103,96112769
897689941,12/06:22:19,232,89919291
897690001,12/06:22:20,61,107045463
897690061,12/06:22:21,41,98852741
897690121,12/06:22:22,154,95805756
897690181,12/06:22:23,76,106503778
897690241,12/06:22:24,41,99489247
897690301,12/06:22:25,107,88630883
897690361,12/06:22:26,85,93582534
897690421,12/06:22:27,178,92656699
897690481,12/06:22:28,96,90549901
897690541,12/06:22:29,15,100512384
897690601,12/06:22:30,49,85375388
897690661,12/06:22:31,12,95642160
897690721,12/06:22:32,73,92162090
897690781,12/06:22:33,248,93107029
897690841,12/06:22:34,163,88150171
897690901,12/06:22:35,184,91247867
897690961,12/06:22:36,185,91597893
897691021,12/06:22:37,107,95644088
897691081,12/06:22:38,36,83349445
897691141,12/06:22:39,21,80912448
897691201,12/06:22:40,25,77753182
897691261,12/06:22:41,75,84059174
897691321,12/06:22:42,87,84750210
897691381,12/06:22:43,219,81381947
897691441,12/06:22:44,121,83491804
897691501,12/06:22:45,158,93795078
897691561,12/06:22:46,62,88922283
897691621,12/06:22:47,39,85515721
897691681,12/06:22:48,67,84514387
897691741,12/06:22:49,142,88904957
897691801,12/06:22:50,192,77334758
897691861,12/06:22:51,168,83117411
897691921,12/06:22:52,187,81446151
897691981,12/06:22:53,88,74389642
897692041,12/06:22:54,91,91863791
897692101,12/06:22:55,73,101249796
897692161,12/06:22:56,165,78250082
897692221,12/06:22:57,57,78159462
897692281,12/06:22:58,139,79872708
897692341,12/06:22:59,207,84584544
897692401,12/06:23:00,194,86106119
897692461,12/06:23:01,244,96201277
897692521,12/06:23:02,209,72791660
897692581,12/06:23:03,203,82990588
897692641,12/06:23:04,187,78328073
897692701,12/06:23:05,112,88465929
897692761,12/06:23:06,175,88514340
897692821,12/06:23:07,104,71619950
897692881,12/06:23:08,120,69831921
897692941,12/06:23:09,91,76925924
897693001,12/06:23:10,6,78003492
897693061,12/06:23:11,232,68400562
897693121,12/06:23:12,49,72801443
897693181,12/06:23:13,56,88508292
897693241,12/06:23:14,26,78501631
897693301,12/06:23:15,229,75749522
897693361,12/06:23:16,212,75566499
897693421,12/06:23:17,222,83020750
897693481,12/06:23:18,119,69184971
897693541,12/06:23:19,202,77542162
897693601,12/06:23:20,146,69374854
897693661,12/06:23:21,221,76603842
897693721,12/06:23:22,41,71448693
897693781,12/06:23:23,99,67734901
897693841,12/06:23:24,28,75924877
897693901,12/06:23:25,192,81883825
897693961,12/06:23:26,0,80293986
897694021,12/06:23:27,251,70547975
897694081,12/06:23:28,209,71201078
897694141,12/06:23:29,130,72505608
897694201,12/06:23:30,66,79403661
897694261,12/06:23:31,244,77260435
897694321,12/06:23:32,139,75684922
897694381,12/06:23:33,107,76315008
897694441,12/06:23:34,132,73238088
897694501,12/06:23:35,188,79818303
897694561,12/06:23:36,156,79094865
897694621,12/06:23:37,176,73716227
897694681,12/06:23:38,134,71497444
897694741,12/06:23:39,198,72380473
897694801,12/06:23:40,244,67465301
897694861,12/06:23:41,100,72817873
897694921,12/06:23:42,119,79641746
897694981,12/06:23:43,101,80506199
897695041,12/06:23:44,25,74635154
