,time,cpu,arrival_rate
0,1970-01-01 16:00:00,0.04528822851739882,1322
1,1970-01-01 16:01:00,0.03214176470588239,119
2,1970-01-01 16:02:00,0.04649703710171444,3264
3,1970-01-01 16:03:00,0.03522458631578951,285
4,1970-01-01 16:04:00,0.03515427783783793,185
5,1970-01-01 16:05:00,0.029112383478260923,115
6,1970-01-01 16:06:00,0.028399693430656965,137
7,1970-01-01 16:07:00,0.024847309941520502,171
8,1970-01-01 16:08:00,0.030320471358428726,611
9,1970-01-01 16:09:00,0.027565448788927412,289
10,1970-01-01 16:10:00,0.03008186932515344,163
11,1970-01-01 16:11:00,0.03428147987804883,164
12,1970-01-01 16:12:00,0.03318258235294121,340
13,1970-01-01 16:13:00,0.030233398548510336,1309
14,1970-01-01 16:14:00,0.034447092655367266,177
15,1970-01-01 16:15:00,0.0333029065040651,246
16,1970-01-01 16:16:00,0.04085207582417581,273
17,1970-01-01 16:17:00,0.030907611619718257,284
18,1970-01-01 16:18:00,0.02209862397820179,367
19,1970-01-01 16:19:00,0.028852132085561553,187
20,1970-01-01 16:20:00,0.05933434138755975,418
21,1970-01-01 16:21:00,0.05781006306049786,2810
22,1970-01-01 16:22:00,0.04679940909090914,264
23,1970-01-01 16:23:00,0.028807582773109314,238
24,1970-01-01 16:24:00,0.022864888582677198,254
25,1970-01-01 16:25:00,0.02440417508417524,297
26,1970-01-01 16:26:00,0.02765127966101696,118
27,1970-01-01 16:27:00,0.030332582727272767,110
28,1970-01-01 16:28:00,0.024892186842105365,380
29,1970-01-01 16:29:00,0.031501689634664355,1177
30,1970-01-01 16:30:00,0.04922268348623852,218
31,1970-01-01 16:31:00,0.0334768055762082,269
32,1970-01-01 16:32:00,0.02862826758241761,182
33,1970-01-01 16:33:00,0.03507722764227649,246
34,1970-01-01 16:34:00,0.0707714346704869,349
35,1970-01-01 16:35:00,0.04956535030156877,829
36,1970-01-01 16:36:00,0.025493897142857234,350
37,1970-01-01 16:37:00,0.022725927797833972,277
38,1970-01-01 16:38:00,0.028524436781609198,87
39,1970-01-01 16:39:00,0.03551285365853666,164
40,1970-01-01 16:40:00,0.02823652354570627,361
41,1970-01-01 16:41:00,0.023939913978494702,186
42,1970-01-01 16:42:00,0.028108729411764795,170
43,1970-01-01 16:43:00,0.027813077339901494,203
