,time,cpu,arrival_rate
0,1970-01-01 20:00:00,0.028911576201373,437
1,1970-01-01 20:01:00,0.039170811797752766,356
2,1970-01-01 20:02:00,0.03460597675438607,228
3,1970-01-01 20:03:00,0.0316458887195122,328
4,1970-01-01 20:04:00,0.037295934482758655,232
5,1970-01-01 20:05:00,0.027284633461538588,260
6,1970-01-01 20:06:00,0.04196488646748683,569
7,1970-01-01 20:07:00,0.036671890873786174,515
8,1970-01-01 20:08:00,0.03439964657534253,146
9,1970-01-01 20:09:00,0.03882377987012991,154
10,1970-01-01 20:10:00,0.04375145752212392,113
11,1970-01-01 20:11:00,0.030049507960199014,201
12,1970-01-01 20:12:00,0.026670545046728854,535
13,1970-01-01 20:13:00,0.02475735187760755,719
14,1970-01-01 20:14:00,0.029528637500000027,168
15,1970-01-01 20:15:00,0.02746046456310689,206
16,1970-01-01 20:16:00,0.042167166415094305,265
17,1970-01-01 20:17:00,0.02788293459915621,237
18,1970-01-01 20:18:00,0.03892483000000004,170
19,1970-01-01 20:19:00,0.024107806101694954,295
20,1970-01-01 20:20:00,0.03430489315789475,190
21,1970-01-01 20:21:00,0.055191791999999594,575
22,1970-01-01 20:22:00,0.03603705094936707,316
23,1970-01-01 20:23:00,0.011191563195691144,557
24,1970-01-01 20:24:00,0.03813759220183491,218
25,1970-01-01 20:25:00,0.03381479653465355,202
26,1970-01-01 20:26:00,0.03234751420560743,535
27,1970-01-01 20:27:00,0.02497597379725055,1164
28,1970-01-01 20:28:00,0.017272995354523417,409
29,1970-01-01 20:29:00,0.03695836927374309,179
30,1970-01-01 20:30:00,0.03843203283582088,268
31,1970-01-01 20:31:00,0.023989684810126626,158
32,1970-01-01 20:32:00,0.02301184863013701,146
33,1970-01-01 20:33:00,0.02732152920792086,202
34,1970-01-01 20:34:00,0.013606950450450439,555
35,1970-01-01 20:35:00,0.033726130894308995,123
36,1970-01-01 20:36:00,0.03242152758620692,203
37,1970-01-01 20:37:00,0.031335398245614064,114
38,1970-01-01 20:38:00,0.029064862650602437,166
39,1970-01-01 20:39:00,0.013481611296296374,540
40,1970-01-01 20:40:00,0.03318039999999999,97
41,1970-01-01 20:41:00,0.013278434022257736,629
42,1970-01-01 20:42:00,0.04784388888888888,18
43,1970-01-01 20:43:00,0.03277721494252875,174
44,1970-01-01 20:44:00,0.023742515458937134,207
45,1970-01-01 20:45:00,0.031253404000000005,125
46,1970-01-01 20:46:00,0.059843200743100136,942
47,1970-01-01 20:47:00,0.06231600776255707,438
48,1970-01-01 20:48:00,0.04503657731092442,119
49,1970-01-01 20:49:00,0.04137331470588236,68
50,1970-01-01 20:50:00,0.027382000000000083,130
51,1970-01-01 20:51:00,0.035481910975609765,82
52,1970-01-01 20:52:00,0.0406656568421053,95
53,1970-01-01 20:53:00,0.04671218754925086,1269
54,1970-01-01 20:54:00,0.04533813867924535,106
55,1970-01-01 20:55:00,0.034807981042654125,211
56,1970-01-01 20:56:00,0.04605592175,400
57,1970-01-01 20:57:00,0.04602527662162166,740
58,1970-01-01 20:58:00,0.01805411216434666,3091
59,1970-01-01 20:59:00,0.04853736309794979,439
60,1970-01-01 21:00:00,0.04627294929797174,641
61,1970-01-01 21:01:00,0.03307963765659659,2714
62,1970-01-01 21:02:00,0.03378089367469861,996
63,1970-01-01 21:03:00,0.05077447957957949,333
64,1970-01-01 21:04:00,0.04059777579908669,438
65,1970-01-01 21:05:00,0.041494837947122644,643
66,1970-01-01 21:06:00,0.041033884559884416,693
67,1970-01-01 21:07:00,0.03907317491467559,586
68,1970-01-01 21:08:00,0.04404504035989706,389
69,1970-01-01 21:09:00,0.03874361808035709,448
70,1970-01-01 21:10:00,0.044098306927045305,1357
71,1970-01-01 21:11:00,0.044192631576710516,2353
72,1970-01-01 21:12:00,0.04219843264587609,1988
73,1970-01-01 21:13:00,0.04593499905063291,316
74,1970-01-01 21:14:00,0.02163461460674161,178
75,1970-01-01 21:15:00,0.018223439032258697,2170
76,1970-01-01 21:16:00,0.015295237095362712,1143
77,1970-01-01 21:17:00,0.02367166265356287,407
78,1970-01-01 21:18:00,0.05071720625915078,2732
79,1970-01-01 21:19:00,0.04610367375774453,9519
80,1970-01-01 21:20:00,0.025526173935772715,1339
81,1970-01-01 21:21:00,0.02862154120082808,483
82,1970-01-01 21:22:00,0.02507963306370033,989
83,1970-01-01 21:23:00,0.021117272086720977,369
84,1970-01-01 21:24:00,0.021427124352331677,386
85,1970-01-01 21:25:00,0.020451829875518735,241
86,1970-01-01 21:26:00,0.018244429906542157,428
87,1970-01-01 21:27:00,0.023764217721519026,395
88,1970-01-01 21:28:00,0.020829881956155084,593
89,1970-01-01 21:29:00,0.05996733114992749,2748
90,1970-01-01 21:30:00,0.058600517948716735,4017
91,1970-01-01 21:31:00,0.059397585501858176,538
92,1970-01-01 21:32:00,0.03104138414298788,4364
93,1970-01-01 21:33:00,0.04220799651245558,1405
94,1970-01-01 21:34:00,0.025903319526627295,169
95,1970-01-01 21:35:00,0.02959280347222225,144
96,1970-01-01 21:36:00,0.026208120000000026,100
97,1970-01-01 21:37:00,0.02855322764227654,246
98,1970-01-01 21:38:00,0.034713883114035046,456
99,1970-01-01 21:39:00,0.022503971249999987,80
100,1970-01-01 21:40:00,0.027814380484330065,702
101,1970-01-01 21:41:00,0.03472005000000008,174
102,1970-01-01 21:42:00,0.02086367153110058,418
103,1970-01-01 21:43:00,0.006976526220735772,1495
104,1970-01-01 21:44:00,0.0283062957142857,70
105,1970-01-01 21:45:00,0.02092645609756096,82
106,1970-01-01 21:46:00,0.025108193548387083,62
107,1970-01-01 21:47:00,0.034703883720930286,86
108,1970-01-01 21:48:00,0.03281246551724147,116
109,1970-01-01 21:49:00,0.022241795275590632,127
