,time,cpu,arrival_rate
0,1970-01-01 08:01:00,0.056343368658154334,0
1,1970-01-01 08:02:00,0.015619999999999998,1
2,1970-01-01 08:03:00,0.0,0
3,1970-01-01 08:04:00,0.0,0
4,1970-01-01 08:05:00,0.0,0
5,1970-01-01 08:06:00,0.0,0
6,1970-01-01 08:07:00,0.0,0
7,1970-01-01 08:08:00,0.0,0
8,1970-01-01 08:09:00,0.0,0
9,1970-01-01 08:10:00,0.0,0
10,1970-01-01 08:11:00,0.025672454545454547,88
11,1970-01-01 08:12:00,0.02831942857142858,98
12,1970-01-01 08:13:00,0.023676972837443227,2393
13,1970-01-01 08:14:00,0.024712910891089127,101
14,1970-01-01 08:15:00,0.02439298371893716,1167
15,1970-01-01 08:16:00,0.03435987085714289,175
16,1970-01-01 08:17:00,0.020020268456375858,149
17,1970-01-01 08:18:00,0.019499058394160593,137
18,1970-01-01 08:19:00,0.014454439251040245,721
19,1970-01-01 08:20:00,0.03300617333333344,150
20,1970-01-01 08:21:00,0.04523883236994225,173
21,1970-01-01 08:22:00,0.06924468874172189,151
22,1970-01-01 08:23:00,0.024887587951806903,1245
23,1970-01-01 08:24:00,0.025093169695104545,3247
24,1970-01-01 08:25:00,0.02491980267558661,3289
25,1970-01-01 08:26:00,0.02217689655172412,87
26,1970-01-01 08:27:00,0.02728374040943493,2247
27,1970-01-01 08:28:00,0.015557918699186992,123
28,1970-01-01 08:29:00,0.01907954455445557,404
29,1970-01-01 08:30:00,0.02563542990654205,107
30,1970-01-01 08:31:00,0.027801604566210076,219
31,1970-01-01 08:32:00,0.02097372413793102,87
32,1970-01-01 08:33:00,0.019695265822784795,79
33,1970-01-01 08:34:00,0.020266537410071957,139
34,1970-01-01 08:35:00,0.021323822352941148,255
35,1970-01-01 08:36:00,0.02886959404907098,5747
36,1970-01-01 08:37:00,0.024915770655271813,2808
37,1970-01-01 08:38:00,0.02500625681873166,4143
38,1970-01-01 08:39:00,0.027457382051282092,117
39,1970-01-01 08:40:00,0.01927471186440677,59
40,1970-01-01 08:41:00,0.036368504687499935,448
41,1970-01-01 08:42:00,0.029634683925233333,1070
42,1970-01-01 08:43:00,0.024460552380952384,105
43,1970-01-01 08:44:00,0.02543304947368421,95
44,1970-01-01 08:45:00,0.024886795411255117,1155
45,1970-01-01 08:46:00,0.01612799371069181,318
46,1970-01-01 08:47:00,0.026413947986576942,1192
47,1970-01-01 08:48:00,0.02473953142123258,1168
48,1970-01-01 08:49:00,0.024099563218390803,87
