,time,cpu,arrival_rate
0,1970-01-01 12:00:00,0.009672215506329051,632
1,1970-01-01 12:01:00,0.019667691752577297,97
2,1970-01-01 12:02:00,0.03331020976562504,256
3,1970-01-01 12:03:00,0.013588254720496795,1610
4,1970-01-01 12:04:00,0.014365534266764464,1357
5,1970-01-01 12:05:00,0.015882361530054234,915
6,1970-01-01 12:06:00,0.018150892249527498,529
7,1970-01-01 12:07:00,0.022578468085106388,94
8,1970-01-01 12:08:00,0.09286840000000096,840
9,1970-01-01 12:09:00,0.04576866596491242,285
10,1970-01-01 12:10:00,0.03768645431034489,116
11,1970-01-01 12:11:00,0.03565164922600623,323
12,1970-01-01 12:12:00,0.024511175757575797,99
13,1970-01-01 12:13:00,0.018631219736842092,76
14,1970-01-01 12:14:00,0.028349536082474244,291
15,1970-01-01 12:15:00,0.02471183495145633,103
16,1970-01-01 12:16:00,0.008190508145210105,3278
17,1970-01-01 12:17:00,0.020916776255707828,219
18,1970-01-01 12:18:00,0.028296212765957462,94
19,1970-01-01 12:19:00,0.012308399628252788,538
20,1970-01-01 12:20:00,0.03463528985507254,138
21,1970-01-01 12:21:00,0.011941698870765257,797
22,1970-01-01 12:22:00,0.022481560975609743,82
23,1970-01-01 12:23:00,0.017443084666666678,150
24,1970-01-01 12:24:00,0.05781780645161328,1519
25,1970-01-01 12:25:00,0.02437266075949338,1185
26,1970-01-01 12:26:00,0.030690470692717523,1126
27,1970-01-01 12:27:00,0.0597444310986965,2148
28,1970-01-01 12:28:00,0.01879509795221852,293
29,1970-01-01 12:29:00,0.06011736072874481,494
30,1970-01-01 12:30:00,0.01906301123595504,89
31,1970-01-01 12:31:00,0.009273489505973226,3097
32,1970-01-01 12:32:00,0.015717176923076913,130
33,1970-01-01 12:33:00,0.021310621428571427,140
34,1970-01-01 12:34:00,0.019348499999999987,108
35,1970-01-01 12:35:00,0.02517025563909778,133
36,1970-01-01 12:36:00,0.00949990854572717,667
37,1970-01-01 12:37:00,0.017201060000000087,200
38,1970-01-01 12:38:00,0.011538949308755788,217
