,time,cpu,arrival_rate
0,1970-01-01 14:00:00,0.025014508256880747,109
1,1970-01-01 14:01:00,0.023149618750000073,320
2,1970-01-01 14:02:00,0.018927560778780838,1772
3,1970-01-01 14:03:00,0.016136813730929227,721
4,1970-01-01 14:04:00,0.02498171467065875,334
5,1970-01-01 14:05:00,0.08140578393739771,1214
6,1970-01-01 14:06:00,0.02078203385300619,898
7,1970-01-01 14:07:00,0.020277540229885135,348
8,1970-01-01 14:08:00,0.02570742801556432,257
9,1970-01-01 14:09:00,0.08555877553282314,1173
10,1970-01-01 14:10:00,0.031548493716337576,1114
11,1970-01-01 14:11:00,0.01441177994269335,698
12,1970-01-01 14:12:00,0.016476524621212102,528
13,1970-01-01 14:13:00,0.013730202020201747,1188
14,1970-01-01 14:14:00,0.01856145862068976,290
15,1970-01-01 14:15:00,0.009290312164073567,707
16,1970-01-01 14:16:00,0.015525496339677763,683
17,1970-01-01 14:17:00,0.014972433604336133,369
18,1970-01-01 14:18:00,0.03469911728395066,162
19,1970-01-01 14:19:00,0.02626803999999983,550
20,1970-01-01 14:20:00,0.03498302329749198,1674
21,1970-01-01 14:21:00,0.030900320547945347,365
22,1970-01-01 14:22:00,0.029627562962962997,270
23,1970-01-01 14:23:00,0.02346347993079586,289
24,1970-01-01 14:24:00,0.024303561694290834,543
25,1970-01-01 14:25:00,0.019794333333333403,255
26,1970-01-01 14:26:00,0.015331857758620794,464
27,1970-01-01 14:27:00,0.02399219745222928,157
28,1970-01-01 14:28:00,0.04748937545271731,2485
29,1970-01-01 14:29:00,0.015655456464380064,379
30,1970-01-01 14:30:00,0.013988204907481568,1243
31,1970-01-01 14:31:00,0.01563855000000001,220
32,1970-01-01 14:32:00,0.016822184466019432,206
33,1970-01-01 14:33:00,0.0822014627339316,1229
34,1970-01-01 14:34:00,0.014490958837772327,413
35,1970-01-01 14:35:00,0.020449313653136653,271
36,1970-01-01 14:36:00,0.015275774038461584,208
37,1970-01-01 14:37:00,0.013126785529715775,387
38,1970-01-01 14:38:00,0.016128189189189176,74
